"","income","education","age","internal","external","PIDStrength","AffectPID","care","AffectPRES","Years","lnYears","Church","homeowners","contacted","closeness","black","southern","turnout","dummy1988","dummy1992","dummy1996","dummy2000","interest","border","earlyopp","negaboutlike","negaboutdislike","gender","governors","primaries","married","working","unemployed","hispanic","volume2","media_index"
"4906",NA,0,80,0,0.5,1,0.200000002980232,1,0.5,11,2.39789533615112,0,1,0,1,0,0,1,0,0,0,0,3,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,1,0,0,0,0.439999997615814,3
"4907",0.75,0.25,18,1,1,0.330000013113022,0,0,0,90,4.49980974197388,0.670000016689301,1,0,0,1,1,0,0,0,0,0,1,0,0.439999997615814,NA,NA,0,0,0,0,1,0,0,0.439999997615814,2
"4908",0.25,0.5,28,0,0,1,0.100000001490116,1,0.200000002980232,25,3.21887588500977,NA,0,NA,0,1,1,NA,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,0,0,0,1,0,0.439999997615814,NA
"4909",0.75,0.5,30,1,1,0,0,1,0.400000005960464,90,4.49980974197388,0.330000013113022,1,1,0,0,0,0,0,0,0,0,2,0,0.439999997615814,NA,NA,0,0,1,1,1,0,0,0.439999997615814,3
"4910",0.75,0.75,20,0,1,0.670000016689301,0,0,0.600000023841858,20,2.99573230743408,1,1,0,0.5,0,1,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,1,0,1,0,0,0.439999997615814,3
"4911",0,0,65,0,1,1,0,1,0.5,20,2.99573230743408,1,1,0,0,1,1,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,0,1,1,0,0,0,0,0.439999997615814,2
"4912",NA,0.5,45,0,1,0.670000016689301,0,0,0,90,4.49980974197388,0.330000013113022,1,0,0,0,1,1,0,0,0,0,1,0,0.439999997615814,NA,NA,0,1,1,1,1,0,0,0.439999997615814,3
"4913",0,0.5,29,0,1,0.670000016689301,0,0,0.300000011920929,25,3.21887588500977,0.670000016689301,0,0,1,1,1,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,0,0,1,0,0.439999997615814,3
"4914",NA,0.75,24,0,1,1,0.300000011920929,1,0.400000005960464,5,1.60943794250488,1,0,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,1,1,0,0,0.439999997615814,3
"4915",0.25,0.5,24,0,1,1,0.400000005960464,1,0.600000023841858,19,2.94443893432617,0,0,0,1,0,0,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,1,0,0,0,0.439999997615814,3
"4916",0.75,0.75,43,1,1,0.670000016689301,0.200000002980232,1,0.200000002980232,37,3.61091780662537,1,1,1,1,0,0,1,0,0,0,0,3,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,1,1,0,0,0.439999997615814,3
"4917",0.25,0.25,63,0,0.5,0,0,1,0.200000002980232,12,2.4849066734314,1,1,0,1,0,1,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,1,0,1,0,0,0.439999997615814,3
"4918",0.5,1,30,1,1,1,0.5,1,0.400000005960464,5,1.60943794250488,0.670000016689301,1,0,0,0,1,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,1,1,0,0,0.439999997615814,3
"4919",NA,0.75,30,0,1,0.670000016689301,0,1,0.200000002980232,28,3.33220458030701,1,1,NA,0,0,1,NA,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,1,1,0,0,0.439999997615814,NA
"4920",0.75,1,45,1,1,1,0.100000001490116,1,0.400000005960464,6,1.7917594909668,0.330000013113022,1,1,0,0,0,1,0,0,0,0,3,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,1,1,0,0,0.439999997615814,3
"4921",1,1,36,1,0.5,0.670000016689301,0.400000005960464,1,1,0,NA,0.330000013113022,0,0,0,0,0,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,1,0,0,1,0,0.439999997615814,3
"4922",NA,0.25,52,0,0.5,0.330000013113022,0.800000011920929,1,0.400000005960464,0,NA,0,1,0,0,0,0,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,1,0,0,0,0.439999997615814,3
"4923",0.25,0,79,0,0.5,1,0.300000011920929,1,0.300000011920929,50,3.91202306747437,1,0,NA,1,0,0,NA,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,1,1,0,0,0,0.439999997615814,NA
"4924",0,0,38,1,1,0,0,1,0.300000011920929,32,3.465735912323,0.670000016689301,1,0,0,0,1,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,0,0,1,1,0.439999997615814,3
"4925",0.25,0,58,NA,NA,0,0,0,0,44,3.78418970108032,0.670000016689301,1,NA,0,0,1,NA,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,0,1,1,0,1,0.439999997615814,NA
"4926",NA,0.75,86,0,1,0.670000016689301,0.100000001490116,1,0.800000011920929,39,3.66356158256531,1,1,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,1,1,0,0,0,0,0.439999997615814,3
"4927",0,0.5,74,0,0,0.670000016689301,0,0,0,90,4.49980974197388,0.330000013113022,1,0,1,0,0,0,0,0,0,0,1,0,0.439999997615814,NA,NA,1,1,1,0,1,0,0,0.439999997615814,3
"4928",0.5,0.5,44,0,1,0.330000013113022,0.100000001490116,1,0.200000002980232,26,3.25809645652771,0.670000016689301,1,0,0,0,1,1,0,0,0,0,1,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,0,1,0,0,0.439999997615814,3
"4929",NA,0.75,20,0,0.5,0.670000016689301,0.300000011920929,1,0.200000002980232,0,NA,0.670000016689301,1,0,0,0,0,1,0,0,0,0,3,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,0,0,1,0,0.439999997615814,3
"4930",0.5,0.5,62,0,0.5,1,0,1,0.600000023841858,0,NA,1,1,0,0,0,1,0,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,1,0,0,0,0.439999997615814,2
"4931",0.75,0.25,58,1,0.5,1,0.100000001490116,0,0.200000002980232,10,2.30258512496948,0,1,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,1,1,0,0,0.439999997615814,3
"4932",0.75,0.5,28,1,0,0,0.5,0,0,20,2.99573230743408,1,0,NA,0,1,0,NA,0,0,0,0,1,0,0.439999997615814,NA,NA,1,0,1,1,1,0,0,0.439999997615814,NA
"4933",0.75,0.5,41,0,0.5,0.670000016689301,0.5,1,0.699999988079071,5,1.60943794250488,0.330000013113022,1,0,0,0,1,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,1,1,1,0,0,0.439999997615814,3
"4934",0.75,1,27,1,1,0.330000013113022,0,0,0.200000002980232,4,1.3862943649292,1,1,1,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,1,1,1,0,1,0.439999997615814,3
"4935",0.5,0.25,20,0,0,1,0.5,1,0.600000023841858,90,4.49980974197388,1,0,0,1,1,1,0,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,1,0,1,0,0,0.439999997615814,2
"4936",0.5,1,26,0,0.5,0.670000016689301,0,1,0.100000001490116,3,1.0986123085022,0.330000013113022,1,1,1,0,1,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,1,1,0,0,0.439999997615814,3
"4937",0.5,0.5,40,0,0.5,0.670000016689301,0,1,0.300000011920929,8,2.0794415473938,1,1,0,1,1,1,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,1,1,0,0,0.439999997615814,3
"4938",0.25,1,25,1,1,0.670000016689301,0.400000005960464,0,0.100000001490116,2,0.6931471824646,0.670000016689301,0,0,0,0,0,1,0,0,0,0,3,0,0.439999997615814,NA,NA,1,0,1,0,1,0,0,0.439999997615814,3
"4939",0.75,0.5,60,0,1,0,0.200000002980232,1,0.400000005960464,90,4.49980974197388,0.330000013113022,1,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,1,1,0,0,0,0.439999997615814,3
"4940",0.25,1,26,0,1,1,0.600000023841858,1,1,0,NA,NA,0,0,0,0,0,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,1,0,1,0,0.439999997615814,3
"4941",0.5,0.5,23,0,0.5,0.670000016689301,0,1,0.200000002980232,90,4.49980974197388,0.670000016689301,0,0,1,0,0,0,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,1,1,0,1,0,0.439999997615814,2
"4942",0.5,1,26,0,0.5,0.330000013113022,0,1,0.100000001490116,7,1.94591009616852,1,0,0,1,1,0,1,0,0,0,0,3,0,0.439999997615814,0.666999995708466,0.466699987649918,0,1,0,1,1,0,0,0.439999997615814,3
"4943",0.75,1,31,1,1,0.670000016689301,0,0,0.100000001490116,0,NA,1,1,0,0,0,1,0,0,0,0,0,2,0,0.439999997615814,NA,NA,0,0,0,1,1,0,1,0.439999997615814,3
"4944",0.25,0.5,20,0,0.5,0.670000016689301,0.100000001490116,1,0.699999988079071,2,0.6931471824646,0.330000013113022,0,NA,0,0,1,NA,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,0,0,1,0,0,0.439999997615814,NA
"4945",1,0.5,28,0,1,1,1,1,0.600000023841858,90,4.49980974197388,1,1,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,0,1,1,0,1,0,0,0.439999997615814,3
"4946",0.25,0.25,56,NA,NA,NA,0,1,0.200000002980232,30,3.40119743347168,0.670000016689301,0,NA,0,1,1,NA,0,0,0,0,2,0,0.439999997615814,NA,NA,1,0,1,0,1,0,0,0.439999997615814,NA
"4947",NA,0.25,65,0,0,1,0.300000011920929,1,0.800000011920929,35,3.55534815788269,NA,0,NA,1,0,1,NA,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,1,1,1,0,0,0.439999997615814,NA
"4948",0,0,63,1,0.5,0,0,0,0.100000001490116,NA,NA,0.670000016689301,0,0,0.5,1,1,1,0,0,0,0,1,0,0.439999997615814,NA,NA,1,0,1,0,0,0,0,0.439999997615814,3
"4949",0.5,NA,30,NA,0.5,1,0,0,0,90,4.49980974197388,0.330000013113022,0,NA,0.5,0,0,NA,0,0,0,0,1,1,0.439999997615814,NA,NA,0,1,1,0,1,0,0,0.439999997615814,NA
"4950",0,0.5,19,0,0.5,0.670000016689301,0,0,0,90,4.49980974197388,0.670000016689301,1,0,1,0,0,1,0,0,0,0,1,1,0.439999997615814,NA,NA,1,1,1,0,1,0,0,0.439999997615814,2
"4951",0,0.25,74,0,0,0.330000013113022,0.100000001490116,1,0.400000005960464,90,4.49980974197388,1,0,NA,0,0,1,1,0,0,0,0,1,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,0,0,0,0,0.439999997615814,NA
"4952",0,0,78,0,0,1,0,1,0.200000002980232,42,3.7376697063446,0.330000013113022,0,NA,1,0,1,NA,0,0,0,0,1,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,0,0,0,0,0.439999997615814,NA
"4953",0.5,0.5,59,0,1,0.670000016689301,0.200000002980232,1,0.5,30,3.40119743347168,0.330000013113022,0,0,0,0,1,0,0,0,0,0,2,0,0.439999997615814,NA,NA,1,0,0,0,1,0,0,0.439999997615814,3
"4954",NA,1,49,1,0.5,0.670000016689301,0.600000023841858,1,0.5,8,2.0794415473938,1,1,0,1,0,1,1,0,0,0,0,3,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,1,1,0,0,0.439999997615814,3
"4955",0.5,0.75,23,0,1,0.670000016689301,0.200000002980232,1,0.200000002980232,17,2.83321332931519,1,1,1,1,1,1,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,0,0,0,0,0.439999997615814,3
"4956",0.25,0.5,41,0,0,0,0,0,0,24,3.178053855896,0.330000013113022,0,NA,0.5,0,1,NA,0,0,0,0,2,0,0.439999997615814,NA,NA,1,0,1,0,1,0,0,0.439999997615814,NA
"4957",0,0.5,66,0,1,1,0.200000002980232,1,0.200000002980232,30,3.40119743347168,1,1,0,1,0,0,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,0,0,0,0,0.439999997615814,3
"4958",0.75,0.75,53,0,1,0.330000013113022,0,1,0.100000001490116,90,4.49980974197388,0.670000016689301,1,0,1,1,1,0,0,0,0,0,2,0,0.439999997615814,NA,NA,1,0,1,0,0,0,0,0.439999997615814,3
"4959",0.5,0.25,47,0,1,0.670000016689301,0.100000001490116,1,0.800000011920929,3,1.0986123085022,0,0,1,0,0,1,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,0,1,0,0,0.439999997615814,2
"4960",0.25,0.25,30,0,1,0.330000013113022,0,0,0.100000001490116,18,2.89037179946899,1,1,0,1,0,1,1,0,0,0,0,1,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,0,1,1,0,1,0.439999997615814,2
"4961",0.5,0.25,70,0,0.5,1,0.600000023841858,1,0.5,3,1.0986123085022,0,1,0,0.5,0,0,1,0,0,0,0,3,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,0,0,0,0,0,0.439999997615814,3
"4962",0,0,51,0,0,0,0,0,0.100000001490116,13,2.56494927406311,0.330000013113022,1,0,0,0,0,0,0,0,0,0,1,0,0.439999997615814,NA,NA,1,0,0,0,1,0,0,0.439999997615814,2
"4963",0.25,0.5,69,0,1,1,0.300000011920929,0,0.5,30,3.40119743347168,0.330000013113022,1,0,0,0,0,1,0,0,0,0,3,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,0,0,0,0,0.439999997615814,3
"4964",0.25,0,75,0,0,0.330000013113022,0,0,0.400000005960464,90,4.49980974197388,0,1,NA,0,0,0,NA,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,0,0,1,0,0,0.439999997615814,NA
"4965",0.5,0.75,37,1,1,1,0.600000023841858,1,0.800000011920929,12,2.4849066734314,0.330000013113022,0,0,1,0,0,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,0,1,0,0,0.439999997615814,3
"4966",0.5,0.5,18,0,0.5,0,0,1,0,4,1.3862943649292,0.670000016689301,0,0,0.5,1,0,0,0,0,0,0,2,0,0.439999997615814,NA,NA,0,0,1,0,1,0,0,0.439999997615814,3
"4967",1,0.75,23,0,1,0.670000016689301,0.200000002980232,1,0.300000011920929,0,NA,NA,1,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,NA,NA,0,0,1,0,1,0,0,0.439999997615814,3
"4968",0.5,0.5,50,0,1,1,0,1,0.400000005960464,7,1.94591009616852,0.330000013113022,1,1,0,0,0,1,0,0,0,0,1,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,0,0,1,0,0,0.439999997615814,3
"4969",0.75,0.75,52,0,0,0.670000016689301,0.100000001490116,0,0.300000011920929,90,4.49980974197388,1,1,1,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,1,0,0,0,0.439999997615814,2
"4970",0,0,32,0,0,0,0,1,0.200000002980232,22,3.09104251861572,1,0,NA,1,0,0,NA,0,0,0,0,1,0,0.439999997615814,NA,NA,1,0,0,0,1,0,0,0.439999997615814,NA
"4971",0.5,0.5,56,0,0.5,1,0.600000023841858,1,0.800000011920929,28,3.33220458030701,1,1,1,1,0,1,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,0,1,1,0,0,0.439999997615814,3
"4972",0.5,0.5,43,0,0.5,0.330000013113022,0,1,0.200000002980232,90,4.49980974197388,1,1,1,0.5,0,0,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,0,1,1,0,0,0.439999997615814,3
"4973",0.75,0.75,22,1,1,0.330000013113022,0.600000023841858,1,0.699999988079071,90,4.49980974197388,NA,1,0,1,0,0,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,1,0,0,0,0,0.439999997615814,3
"4974",0.5,0.75,35,0,1,1,0,1,0.200000002980232,13,2.56494927406311,0.330000013113022,1,1,1,0,0,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,1,0,0,1,0,0,0.439999997615814,3
"4975",0.5,1,45,0,0.5,1,0.200000002980232,1,0.600000023841858,10,2.30258512496948,NA,0,0,0.5,0,0,1,0,0,0,0,2,0,0.439999997615814,NA,NA,1,0,1,0,1,0,0,0.439999997615814,3
"4976",0.5,0.5,55,0,1,1,0.300000011920929,1,0.600000023841858,90,4.49980974197388,1,1,0,1,0,0,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,1,1,0,0,0.439999997615814,3
"4977",NA,0.75,29,0,1,0.670000016689301,0,1,0.300000011920929,8,2.0794415473938,1,1,NA,1,0,0,NA,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,1,1,0,0,0,0.439999997615814,NA
"4978",1,1,30,1,1,0.330000013113022,0,1,0.800000011920929,5,1.60943794250488,0,0,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,1,1,0,0,0.439999997615814,3
"4979",0.75,1,33,0,1,0.330000013113022,0.800000011920929,1,0.800000011920929,4,1.3862943649292,NA,1,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,1,0,1,0,0,0.439999997615814,3
"4980",0.75,0,61,0,1,1,0.400000005960464,1,0.5,33,3.49650764465332,1,1,0,1,0,0,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,1,1,1,0,0,0.439999997615814,3
"4981",0.25,1,77,0,NA,1,0.400000005960464,1,0.699999988079071,25,3.21887588500977,0.330000013113022,1,NA,1,0,0,NA,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,0,0,0,0,0.439999997615814,NA
"4982",NA,0,63,1,0.5,0.670000016689301,0,1,0.300000011920929,4,1.3862943649292,1,1,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,0,0,0,0,0.439999997615814,3
"4983",0,0,88,1,0.5,1,0.100000001490116,NA,0.100000001490116,9,2.19722461700439,1,1,NA,NA,0,0,1,0,0,0,0,2,0,0.439999997615814,NA,NA,0,0,0,1,0,0,0,0.439999997615814,2
"4984",NA,0,25,0,0.5,0.670000016689301,0.300000011920929,0,0.400000005960464,4,1.3862943649292,NA,1,NA,0,0,0,NA,0,0,0,0,2,0,0.439999997615814,NA,NA,0,0,0,0,1,0,0,0.439999997615814,NA
"4985",0,0,52,0,0,0.670000016689301,0,0,0,0,NA,0,1,0,0.5,0,0,0,0,0,0,0,1,0,0.439999997615814,NA,NA,0,0,0,1,0,1,0,0.439999997615814,3
"4986",0,0,72,0,1,0.670000016689301,0,1,0.100000001490116,40,3.68887948989868,1,1,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,0,0,0,0,0.439999997615814,2
"4987",0.75,0.25,47,0,0.5,1,0.300000011920929,1,0.300000011920929,30,3.40119743347168,1,1,0,1,0,0,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,0,1,0,1,0,0.439999997615814,3
"4988",0.5,1,70,1,1,0.330000013113022,0.5,1,0.699999988079071,45,3.80666255950928,1,1,0,0,0,0,1,0,0,0,0,3,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,1,0,0,0,0.439999997615814,3
"4989",0.5,0.5,39,1,1,0.330000013113022,0,1,0,8,2.0794415473938,0.330000013113022,1,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,0,1,1,0,0,0.439999997615814,3
"4990",0.25,0.75,74,0,NA,1,0,1,0.100000001490116,40,3.68887948989868,0.670000016689301,1,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,1,0,0,0,0.439999997615814,3
"4991",0.25,0.5,75,0,1,0.670000016689301,0,1,0.100000001490116,90,4.49980974197388,1,1,0,1,0,0,1,0,0,0,0,1,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,0,0,0,0,0.439999997615814,3
"4992",0.5,0.75,21,1,1,1,0.200000002980232,1,0.5,90,4.49980974197388,0.670000016689301,1,NA,1,0,1,NA,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,0,0,1,0,1,0.439999997615814,NA
"4993",0.5,0.5,67,1,1,0.670000016689301,0,1,0.100000001490116,90,4.49980974197388,1,1,1,1,0,0,1,0,0,0,0,2,1,0.439999997615814,0.666999995708466,0.466699987649918,1,1,1,1,0,0,0,0.439999997615814,3
"4994",0.75,0.5,60,0,0.5,0.670000016689301,0.600000023841858,1,0.699999988079071,90,4.49980974197388,0.330000013113022,1,NA,0.5,0,0,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,1,1,0,0,0.439999997615814,NA
"4995",0.5,0.5,81,0,0.5,1,0.600000023841858,1,0.100000001490116,90,4.49980974197388,1,0,NA,0,0,0,NA,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,1,0,0,0,0,0.439999997615814,NA
"4996",0.5,0,69,1,1,1,0.200000002980232,0,0.200000002980232,32,3.465735912323,1,1,0,1,0,0,1,0,0,0,0,1,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,1,1,0,0,0,0.439999997615814,3
"4997",0.75,0.5,34,0,1,0.330000013113022,0,0,0.200000002980232,14,2.63905739784241,NA,1,1,1,0,0,1,0,0,0,0,1,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,1,1,0,0,0.439999997615814,3
"4998",NA,0.25,18,0,1,0.670000016689301,0,1,0.100000001490116,0,NA,1,0,1,0,0,0,0,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,0,0,0,1,1,0.439999997615814,3
"4999",0,0.75,32,0,1,0.670000016689301,0.200000002980232,1,0.400000005960464,2,0.6931471824646,0,0,1,1,0,0,0,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,0,0,0,1,0,0.439999997615814,3
"5000",0.25,0,22,0,0.5,0.670000016689301,0.200000002980232,1,0.400000005960464,90,4.49980974197388,0.330000013113022,0,0,0,0,0,0,0,0,0,0,1,0,0.439999997615814,NA,NA,1,0,0,1,0,0,1,0.439999997615814,2
"5001",0.75,0.75,54,0,1,1,0,1,0.400000005960464,90,4.49980974197388,0.330000013113022,1,0,0,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,0,1,1,0,0,0.439999997615814,3
"5002",0.5,NA,29,0,1,1,0.5,1,0.5,9,2.19722461700439,0.330000013113022,1,0,0,0,0,1,0,0,0,0,3,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,1,1,0,0,0.439999997615814,3
"5003",0.75,0.75,42,0,1,0.670000016689301,0.100000001490116,1,0.600000023841858,24,3.178053855896,0.330000013113022,1,0,1,0,0,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,1,1,1,0,0,0.439999997615814,3
"5004",0.5,0.25,72,1,0,1,0.300000011920929,1,0.600000023841858,12,2.4849066734314,NA,1,0,1,0,0,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,0,1,0,0,0,0.439999997615814,3
"5005",0,0,70,0,0,0,0.100000001490116,0,0.300000011920929,90,4.49980974197388,NA,1,0,1,0,0,0,0,0,0,0,1,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,0,0,0,0,0,0.439999997615814,2
"5006",NA,0.5,40,0,1,0.670000016689301,0,1,0.300000011920929,3,1.0986123085022,0,1,0,0,0,0,0,0,0,0,0,1,0,0.439999997615814,NA,NA,0,0,0,0,1,0,0,0.439999997615814,3
"5007",0.5,0.75,41,0,0.5,1,0.5,1,0.100000001490116,23,3.13549423217773,0.330000013113022,1,0,1,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,0,1,1,0,0,0.439999997615814,2
"5008",0.75,0.75,19,0,0,0.330000013113022,0,0,0.200000002980232,18,2.89037179946899,1,1,0,0,0,0,0,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,1,0,0,1,1,0,0,0.439999997615814,3
"5009",0.75,0.5,41,0,0.5,0.670000016689301,0,0,0.600000023841858,37,3.61091780662537,0.330000013113022,1,0,0,0,1,0,0,0,0,0,1,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,1,1,1,0,0,0.439999997615814,2
"5010",0,0.25,64,0,0,1,0.100000001490116,1,0.800000011920929,44,3.78418970108032,0.330000013113022,1,1,1,1,1,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,1,0,0,0,0,0.439999997615814,3
"5011",0.75,0.75,77,0,0.5,0.330000013113022,0.5,1,0.400000005960464,50,3.91202306747437,1,0,0,1,0,1,0,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,1,0,1,0,0,0.439999997615814,3
"5012",0.5,0.5,61,0,1,0.670000016689301,0.200000002980232,1,0,25,3.21887588500977,1,1,NA,1,1,1,NA,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,1,0,1,0,1,0,0,0.439999997615814,NA
"5013",0.25,0,75,0,1,1,0.200000002980232,1,0.100000001490116,15,2.70805025100708,0.330000013113022,0,1,1,0,1,1,0,0,0,0,2,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,1,1,0,0,0,0.439999997615814,2
"5014",0,0,58,0,NA,0.670000016689301,0,1,0.200000002980232,0,NA,0,0,1,0,1,1,0,0,0,0,0,1,0,0.439999997615814,NA,NA,1,0,1,1,0,0,0,0.439999997615814,3
"5015",0.75,0.5,58,0,0.5,0.330000013113022,0,1,0.200000002980232,90,4.49980974197388,0.330000013113022,1,0,0,0,1,1,0,0,0,0,3,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,0,1,0,0,0.439999997615814,3
"5016",0.75,0.75,42,1,0.5,0.670000016689301,0,1,1,30,3.40119743347168,NA,0,0,0,0,0,1,0,0,0,0,1,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,1,1,1,0,0,0.439999997615814,2
"5017",0,1,46,1,1,1,0.699999988079071,1,0.699999988079071,19,2.94443893432617,0,0,0,0.5,0,0,1,0,0,0,0,3,0,0.439999997615814,0.466699987649918,0.666999995708466,0,0,1,0,0,1,0,0.439999997615814,3
"5018",NA,0.5,39,0,0,0,0.300000011920929,0,0.100000001490116,25,3.21887588500977,0.670000016689301,0,NA,1,0,0,0,0,0,0,0,1,0,0.439999997615814,NA,NA,1,0,1,1,0,0,1,0.439999997615814,NA
"5019",1,0.75,28,0,1,1,0.200000002980232,1,0.400000005960464,0,NA,0.670000016689301,1,0,1,0,0,1,0,0,0,0,2,0,0.439999997615814,0.666999995708466,0.466699987649918,0,0,0,1,1,0,0,0.439999997615814,3
